album,image,lyrics,title,year,peak
The Best,https://images.genius.com/c46416f0af0ba7383eb1be495e6392fb.640x640x1.jpg,"[Verse 1: Ariana Grande]
Tale as old as time
True as it can be
Barely even friends
Then somebody bends
Unexpectedly

[Chorus: John Legend + Both]
Just a little change
Small to say the least
Both a little scared
Neither one prepared
Beauty and the Beast

[Bridge: Ariana Grande & John Legend]
Ever just the same
Ever a surprise
Ever as before
Ever just as sure
As the sun will rise

Ever just the same, oh
And ever a surprise, yeah
Ever as before
And ever just as sure
As the sun will rise
Oh-oh-oooooh

[Verse 2: Ariana Grande & John Legend]
Tale as old as time, a-a-ay
Tune as old as song, oh
Bitter-sweet and strange
Finding you can change
Learning you were wrong, woah

[Chorus: Ariana Grande & John Legend + Both]
Certain as the sun
Certain as the sun
Rising in the east
Tale as old as time
Song as old as rhyme
Beauty and the Beast

[Outro: Ariana Grande & John Legend + Both]
Tale as old as time
Song as old as rhyme
Beauty and the Beast
Woah
A-a-ay
Beauty and....
Beauty and the Beast",Beauty and the Beast,2/3/2017,
My Everything,https://images.genius.com/3187877fdee0425edaa163c81d2a1e90.1000x1000x1.jpg,"[Chorus]
If you know how to be my lover
Maybe you can be my baby
Hold me close under the covers
Kiss me boy, and drive me crazy
Be my, be my, be my, be my
Be my baby
Be my, be my
Be my baby, and drive me crazy

[Verse 1]
If you know how to treat me
You know how to touch me
Baby, then you’ll get the chance, the chance to love me
It’s obvious I want to be into you
But it all depends on all the things you do
'Cause babe, I promise, I promise
If you keep it real with me, be honest, be honest
You can get anything you want, that you want babe
Just show me everything I need to see
I’ll give you anything, boy

[Chorus]
If you know how to be my lover
Maybe you can be my baby
Hold me close under the covers
Kiss me boy and drive me crazy
Be my, be my, be my, be my
Be my baby
Be my, be my
Be my baby, and drive me crazy

[Verse 2]
I’ll give you all of my trust if you don’t mess this up
You ain't tryna get no other girls when you in the club
All you got is eyes for me
I'm the only girl you see
So if you treat me right just the way that I want you
Oh, baby boy, I promise that I’ll be on you
Oh-oh-oh-oh-oh-oh, on you
Night to the mo-o-o-o-o-orning

[Chorus]
If you know how to be my lover
Maybe you can be my baby
Hold me close under the covers
Kiss me boy and drive me crazy
Be my, be my, be my, be my
Be my baby
Be my, be my
Be my baby, and drive me crazy

[Bridge]
I’ll give you all of my trust, if you don’t mess this up
You ain't tryna get no other girls when you in the club
All you got is eyes for me
I'm the only one you see

[Chorus]
If you know how to be my lover (Be my)
Maybe you can be my baby
Hold me close under the covers
Kiss me boy and drive me crazy
Be my, be my, be my, be my
Be my baby
Be my, be my
Be my baby, and drive me crazy",Be My Baby,8/22/2014,
My Everything,https://images.genius.com/3187877fdee0425edaa163c81d2a1e90.1000x1000x1.jpg,"[Verse 1: Ariana Grande]
How soon do we forget how we felt?
Dealing with emotions that never left
Playing with the hand that we were dealt in this game
Maybe I'm the sinner and you're the saint
Gotta stop pretending what we ain't
Why we pointing fingers anyway when we're the same?

[Pre-Chorus: Ariana Grande]
Break up, make up
Total waste of time
Can we please make up our minds and stop acting like we’re blind?
'Cause if the water dries up and the moon stops shining
Stars fall, and the world goes blind
Boy, you know I'll be savin' my love for you, for you

[Chorus: Ariana Grande]
'Cause you're the best mistake I've ever made
But we hold on, hold on
There's no pot of gold in the rainbows we chase
But we hold on, hold on, yeah

[Verse 2: Big Sean]
I guess time's wasting
Tick-tocking, lip locking
How can we keep the feelings fresh?
How do we zip lock it?
Wear your heart up on your sleeve
So watch out for pickpockets
I guess to go the distance we might need to pit stop it
Hold up, I know love can be a beach with no shore
I done count to ten, lost my temper and went back to four
I know sometimes it's hard to realize I'm the man that you need
I had a dream we branched out, started a family tree, huh
And I feel like that everything we do is overdue
You asked why I love your mom so much, 'cause she's a older you
I wish that you were happy
I guess that's the one thing I should be providing
Ain't no number twos
We both ones of ones, and we the oddest couple
Only humans, 'cept you, you a goddess
Only lying to you when I lie you down, just being honest
When you start as friends, it's hard to say you're never going back
If I'm not the one, then I'm the best mistake you ever had

[Pre-Chorus: Ariana Grande]
Break up, make up
Total waste of time
Can we please make up our minds and stop acting like we’re blind?
'Cause if the water dries up and the moon stops shining
Stars fall, and the world goes blind
Boy, you know I'll be savin' my love for you, for you

[Chorus: Ariana Grande]
'Cause you're the best mistake I've ever made
But we hold on, hold on
There's no pot of gold in the rainbows we chase
But we hold on, hold on, yeah

[Outro: Ariana Grande & Big Sean]
You, you, you, you
I'll be savin' my love for you, for you
You, you, you, you
(Best mistake you ever had)
I'll be savin' my love for you, for you",Best Mistake,8/12/2014,49
Yours Truly,https://images.rapgenius.com/7f68beb736101c0b0adc993b13f23af3.1000x1000x1.jpg,"[Verse 1]
I told you once, ""Get out my life
I don't need ya
I'll be alright.""
But some things are better left unsaid
To tell the truth, it hit me hard
My broken heart is all I have now
But some things are better left unsaid

[Pre-Chorus]
And I swore that I would never say
""I miss you more every day""
But some things are better left unsaid
Are better left unsaid, said, said

[Chorus]
Oh, I'm gonna say things like ""shut up and kiss me""
Oh, tonight I'm gonna lose some things
Don't play me, just kiss me
If you wanna party, put your hands up
Put your hands up, put your hands up
Don't play me just kiss me, oh
I'll never say ""please""
Don't play me, just kiss me

[Verse 2]
I could tell a lie
Blame tonight
Too many drinks
So many reasons that some things are better left unsaid

[Pre-Chorus]
And I swore that I would never say
""I miss you more every day""
But some things are better left unsaid
Are better left unsaid, said, said

[Chorus]
Oh, I'm gonna say things like ""shut up and kiss me""
Oh, tonight I'm gonna lose some things
Don't play me, just kiss me
If you wanna party, put your hands up
Put your hands up, put your hands up
Don't play me just kiss me, oh
I'll never say ""please""
Don't play me, just kiss me
If you wanna party, put your hands up
Put your hands up, put your hands up
Don't play me just kiss me, oh
I'll never say ""please""
Don't play me, just kiss me

[Bridge]
If you wanna party, put your hands up
Put your hands up put your hands up
If you wanna party, put your hands up
Put your hands up put your hands up

[Outro]
I could tell a lie
Blame tonight
Too many drinks
So many reasons that some things are better left unsaid",Better Left Unsaid,8/30/2013,
Unreleased ,https://images.genius.com/275cf721fa35e4cf0c56c55aff7db28b.350x350x1.png,Lyrics are unknown at the moment,Blame (Am I),,
Unreleased ,https://images.genius.com/1aa63f95c3729ce8fb8886c10d10dc9e.500x500x1.jpg,"[Verse 1]
Now I've been looking for someone
Tryna find a right boy to wear on my arm
I must admit it, it's simply fitting
You were like a cut above the rest, that's why you're winning

[Pre-Chorus]
Every night when I close my eyes, I can see you, my perfect type
And I never really thought my dreams would come true
Until I laid eyes on you, cause you know you are

[Chorus]
Boyfriend material, boyfriend material
That's what you're made of, it's written on your label
Boyfriend material, material
Want everyone to know you're my
Boyfriend material, boyfriend material
Boyfriend material, material
Want everyone to know

[Verse 2]
That you and your perfect smile
Are both timeless and never going out of style
For so many reasons you got it together
When I'm catching feelings, you make me look better

[Pre-Chorus]
Every night when I close my eyes, I can see you, my perfect type
And I never really thought my dreams would come true
Until I laid eyes on you, cause you know you are

[Chorus]
Boyfriend material, boyfriend material
That's what you're made of, it's written on your label
Boyfriend material, material
Want everyone to know you're my
Boyfriend material, boyfriend material
Boyfriend material, material
Want everyone to know

[Bridge]
It's all the little things that you do makes me want to sing
By the way you're talking to me I can tell you've been listening to everything
And maybe it's the butterflies I get every time I hear your ringtone
And maybe it's cause every single text, boy, I told myself you are the one, boyfriend material

[Chorus]
Boyfriend material, boyfriend material
That's what you're made of, it's written on your label
Boyfriend material, material
Want everyone to know you're my
Boyfriend material, boyfriend material
Boyfriend material, material
Want everyone to know",Boyfriend Material,5/15/2014,
13 (Original Broadway Cast Recording),https://images.genius.com/22de2d9366b1db61410e233f349542d9.1000x1000x1.jpg,"[CASSIE]
I saw the cover and judged the book
I turned away without a second look
But now, now, now
I see a brand new you
I told myself I better run and hide
I never noticed what was there inside
But now, now, now
I see a brand new you!
And I can’t stop myself from lovin’
Ev’ry itty bitty thang you do!

[ALL]
Hoo! I see a brand new you
Hoo! I see a brand new you!

[CHARLOTTE]
I didn't know where I was meant to be

I figured no one would be
There for me
But now, now, now
I see a brand new you!
 

[GIRLS]
Oo-hoo

[ALL]
Now, now, now
You! You!
I see a brand new you
[MOLLY & CHARLOTTE]
I never knew that you could understand

[MOLLY, CHARLOTTE & CASSIE]
But I looked up and you
Reached out your hand!
And now, now, now
I see a brand new you!

[CHARLOTTE]
I opened my eyes
And there’s a great big world around!
I opened my eyes
And just look, just look
Look at what I found!
 


[ALL]
Now, now, now!



I opened my eyes!
Ooh...

I opened my eyes!
[GIRLS]
Na-Na-Na Na-Na-Na Na-Na-Na-Na
Na-Na-Na Na-Na-Na Na-Na-Na-Na
Na-Na-Na Na-Na-Na Na-Na-Na-Na
Na-Na-Na Na-Na-Na Na-Na-Na-Na

[ALL]
Na-Na-Na Na-Na-Na Na-Na-Na-Na
Na-Na-Na Na-Na-Na Na-Na-Na-Na
Hey
Yeah!

[CHARLOTTE & CASSIE]
I opened my eyes
And there’s a great big world around!
I opened my eyes
[ALL]
I opened my eyes!
Ooh...

I opened my eyes!
[CASSIE]
And just look, just look
Look at what I found!

[ALL]
Hoo!
I see a brand new you. Hoo!
I see a brand new you. Hoo!
I see a brand new you. Hoo!
I see a brand new you. Hoo!
I see a brand new you. Hoo!
I see a brand new you. Hoo!
I see a brand new you. Hoo!
I see a brand new you!",Brand New You,9/30/2008,
The Remix,https://images.genius.com/5dfc56f9075c505a9e5074663a5eb22d.1000x1000x1.jpg,"[Verse 1]
If you want it, take it
I should've said it before
Tried to hide it, fake it
I can't pretend anymore

[Pre-Chorus]
I only wanna die alive
Never by the hands of a broken heart
I don't wanna hear you lie tonight
Now that I've become who I really are

[Chorus]
This is the part when I say I don't want ya
I'm stronger than I've been before
This is the part when I break free
'Cause I can't resist it no more
This is the part when I say I don't want ya
I'm stronger than I've been before
This is the part when I break free
'Cause I can't resist it no more

[Instrumental Drop]

[Verse 2]
You were better, deeper
I was under your spell, yeah
Like a deadly fever, yeah, babe
On the highway to hell

[Pre-Chorus]
I only wanna die alive
Never by the hands of a broken heart
I don't wanna hear you lie tonight
Now that I've become who I really are

[Chorus]
This is the part when I say I don't want ya
I'm stronger than I've been before
This is the part when I break free
'Cause I can't resist it no more
This is the part when I say I don't want ya
I'm stronger than I've been before
This is the part when I break free
'Cause I can't resist it no more

[Break]
No more, baby
Ooh-ooh-ooh-ooh

[Bridge]
Thought of your body, I came alive
It was lethal, it was fatal
In my dreams it felt so right
But I woke up every time
Oh, baby

[Chorus]
This is the part when I say I don't want ya
I'm stronger than I've been before (ooh-ooh-ooh-ooh)
This is the part when I break free
'Cause I can't resist it no more
This is the part when I say I don't want ya
I'm stronger than I've been before
This is the part when I break free
'Cause I can't resist it no more",Break Free (Zedd’s Extended Mix),5/25/2015,
My Everything,https://images.genius.com/7469b198c271e3a00f5994de0e8e4fbe.1000x1000x1.jpg,"[Click here to read how Zedd and Ariana Grande got together to make “Break Free”]

[Verse 1]
If you want it, take it
I should've said it before
Tried to hide it, fake it
I can't pretend anymore

[Pre-Chorus]
I only wanna die alive
Never by the hands of a broken heart
I don't wanna hear you lie tonight
Now that I've become who I really am

[Chorus]
This is the part when I say I don't want ya
I'm stronger than I've been before
This is the part when I break free
'Cause I can't resist it no more
This is the part when I say I don't want ya
I'm stronger than I've been before
This is the part when I break free
'Cause I can't resist it no more

[Verse 2]
You were better, deeper
I was under your spell, yeah
Like a deadly fever, yeah, babe
On the highway to hell

[Pre-Chorus]
I only wanna die alive
Never by the hands of a broken heart
I don't wanna hear you lie tonight
Now that I've become who I really are

[Chorus]
This is the part when I say I don't want ya
I'm stronger than I've been before
This is the part when I break free
'Cause I can't resist it no more
This is the part when I say I don't want ya
I'm stronger than I've been before
This is the part when I break free
'Cause I can't resist it no more

[Break]
No more, baby
Ooh-ooh-ooh-ooh

[Bridge]
Thought of your body, I came alive
It was lethal, it was fatal
In my dreams it felt so right
But I woke up every time
Oh, baby

[Chorus]
This is the part when I say I don't want ya
I'm stronger than I've been before (ooh-ooh-ooh-ooh)
This is the part when I break free
'Cause I can't resist it no more
This is the part when I say I don't want ya
I'm stronger than I've been before
This is the part when I break free
'Cause I can't resist it no more",Break Free,7/3/2014,4
My Everything,https://images.genius.com/3187877fdee0425edaa163c81d2a1e90.1000x1000x1.jpg,"[Produced by Andrew ""Pop"" Wansel and Warren ""Oak"" Felder]

[Verse 1: Ariana Grande]
I shoulda saw it coming
I shoulda saw the signs
But I wanted to believe you, trust you
You said you wouldn't lie
But baby, you were so good, so good
You had me going blind
You said he was your best friend
I’m guessing I wasn't your type, hey

[Pre-Chorus: Ariana Grande]
What goes around comes around
And if it goes up, it comes down
I know you're mad cause I found out
Want you to feel what I feel right now

[Chorus: Ariana Grande]
Now that it’s over
I just wanna break your heart right back, right back
Want you to cry me a river
I just want to break your heart right back
Yeah, all this time I was blind, running 'round telling everybody
My baby loves me
My baby loves me
My baby, my baby
My baby loves me

[Verse 2: Ariana Grande]
You said I was your best, would be your last
Now he’s gone, you’re alone
Don’t want you back
You’re telling me you’re sorry
Well sorry, I'm over it
'Cause I've already been there done that
Not doing this again, no

[Pre-Chorus: Ariana Grande]
What goes around comes around
And if it goes up, it comes down
I know you mad cause I found out
Want you to feel what I feel right now

[Chorus: Ariana Grande]
Now that it’s over
I just wanna break your heart right back, right back
Want you to cry me a river
I just want to break your heart right back
Yeah, all this time I was blind, running 'round telling everybody
My baby loves me
My baby loves me
My baby, my baby
My baby loves me
My baby loves me
My baby loves me
My baby, my baby
My baby loves me

[Verse 3: Childish Gambino]
Listen, you got a man, but your man ain't loyal
Don’t understand how to spell it out for ya
Yes, I'm a G, from the A, and they ask why
Sorry, had to tell you I'm a nice guy
Naw, I'm a sick guy, money too much
I step on stage, and girls move too much
The flow so gross, my nickname school lunch
And he with them other guys, and you know it's true 'cause
Okay, G-A-M-B-I-N-O
I know they hate, but I don’t know why, uh
I know the way he did you was whack
But I know how you can get dude right back and get with me

[Chorus: Ariana Grande & Childish Gambino]
Now that it’s over
I just wanna break your heart right back, right back
Want you to cry me a river
I just want to break your heart right back
Yeah, all this time I was blind, running 'round telling everybody
My baby loves me
(Does he really though?)
My baby loves me
(Does he really though?)
My baby, my baby
My baby loves me
My baby loves me
(Does he really though?)
My baby loves me
(Does he really though?)
My baby, my baby
My baby loves me

[Outro: Ariana Grande]
Ooh, yeah, running 'round town tell everybody
Ooh, yeah, running 'round town tell everybody
Ooh, yeah, running 'round town tell everybody
Ooh, yeah, running 'round town tell everybody
I'm coming out, he’s coming
I'm coming out",Break Your Heart Right Back,8/22/2014,
My Everything,https://images.genius.com/894f3fa1c9fb6d46da59831d7b649fae.800x800x1.jpg,"[Chorus]
Riding 'round in my Cadillac
Thinking 'bout the day that I first saw you
Nothing compares to what we had, and baby that won't change
I want you, babe
I still want you, baby
I still want you

[Verse 1]
Summer days with my honey
Worried 'bout not a thing
Back in the day when things were easier than a breeze
Who knew that kiss was the last one?
I never thought we would change
Baby, I'm missing you

[Pre-Chorus]
Oh, we shoulda been forever but we fell apart
Might have separated, but you took my heart
Always knew I wasn't really over us
Sometimes I catch myself

[Chorus]
Riding 'round in my Cadillac
Thinking 'bout the day that I first saw you
Nothing compares to what we had, and baby that won't change
I want you, babe
I still want you, baby
I still want you

[Verse 2]
Memories last forever, so how could I just forget?
Made everything from nothing 'cause time was all we spent

[Pre-Chorus]
Oh, we shoulda been forever but we fell apart
Might have separated but you took my heart
Always knew I wasn't really over us
Sometimes I catch myself

[Chorus]
Riding 'round in my Cadillac
Thinking 'bout the day that I first saw you
Nothing compares to what we had, and baby that won't change
I want you, babe
I still want you, baby
I still want you",Cadillac Song,8/22/2014,
,https://images.genius.com/285268c9b4e93680f6e01377fb478df9.814x814x1.jpg,"[Verse 1: Ariana Grande]
Chestnuts roasting at an open fire
Jack Frost nipping at your nose

[Verse 2: Elizabeth Gillies]
Yuletide carols being sung by a choir
And folks dressed up like Eskimos

[Verse 3: Ariana Grande]
Everybody knows a turkey
And some mistletoe help to make the season bright

[Verse 4: Elizabeth Gillies]
Tiny tots with their eyes all aglow
Will find it hard to sleep tonight

[Chorus: Ariana Grande & Elizabeth Gillies]
They know that Santa's on his way
He's loaded lots of toys and goodies on his sleigh
And every mother's child is going to spy
To see if reindeer really know how to fly
And so I'm offering this simple phrase
To kids from one to ninety-two
Although it's been said many times, many ways
Merry Christmas to you!
And so I'm offering this simple phrase
To kids from one to ninety-two
Although its been said many times, many ways
Merry Christmas!
Merry Christmas!
Merry Christmas to you!",Chestnuts,12/23/2011,
Dangerous Woman,https://images.genius.com/aa0d665473d0841d11137c620659e467.300x300x1.png,"[Verse 1]
Don't need permission
Made my decision to test my limits
'Cause it's my business, God as my witness
Start what I finished
Don't need no hold up
Taking control of this kind of moment
I'm locked and loaded
Completely focused, my mind is open

[Pre-Chorus]
All that you got
Skin to skin, oh my God
Don't ya stop, boy

[Chorus]
Somethin' 'bout you makes me feel like a dangerous woman
Somethin' 'bout, somethin' 'bout, somethin' 'bout you
Makes me wanna do things that I shouldn't
Somethin' 'bout, somethin' 'bout, somethin' 'bout

[Verse 2]
Nothing to prove and I'm bulletproof and
Know what I'm doing
The way we're movin'
Like introducing us to a new thing
I wanna savor, save it for later
The taste, the flavor
'Cause I'm a taker, 'cause I'm a giver
It's only nature
I live for danger

[Pre-Chorus]
All that you got
Skin to skin, oh my God
Don't ya stop, boy

[Chorus]
Somethin' 'bout you makes me feel like a dangerous woman
Somethin' 'bout, somethin' 'bout, somethin' 'bout you
Makes me wanna do things that I shouldn't
Somethin' 'bout, somethin' 'bout, somethin' 'bout you

[Refrain]
All girls wanna be like that
Bad girls underneath, like that
You know how I'm feeling inside
Somethin' 'bout, somethin' 'bout
All girls wanna be like that
Bad girls underneath, like that
You know how I'm feeling inside
Somethin' 'bout, somethin' 'bout

[Instrumental Bridge]

[Chorus]
Somethin' 'bout you makes me feel like a dangerous woman
Somethin' 'bout, somethin' 'bout, somethin' 'bout you
Makes me wanna do things that I shouldn't
Somethin' 'bout, somethin' 'bout, somethin' 'bout you

[Refrain]
All girls wanna be like that
Bad girls underneath like that
You know how I'm feeling inside
Somethin' 'bout, somethin' 'bout
All girls wanna be like that
Bad girls underneath like that
You know how I'm feeling inside
Somethin' 'bout, somethin' 'bout

[Outro]
Yeah, there's somethin' 'bout you boy
Yeah, there's somethin' 'bout you boy
Yeah, there's somethin' 'bout you boy
Yeah, there's somethin' 'bout you boy
(Somethin' 'bout, somethin' 'bout, somethin' 'bout you)
Yeah, there's somethin' 'bout you boy
Yeah, there's somethin' 'bout you boy
Yeah, there's somethin' 'bout you boy
Yeah, there's somethin' 'bout you boy
(Somethin' 'bout, somethin' 'bout, somethin' 'bout you)",Dangerous Woman,3/11/2016,8
Yours Truly,https://images.genius.com/c2b278cfc788637a98a5b39be1846dc4.1000x1000x1.jpg,"[Verse 1]
You walked in
Caught my attention
I've never seen
A man with so much dimension

[Pre-Chorus]
It's the way you walk, the way you talk
The way you make me feel inside
It's in your smile, it's in your eyes
I don't wanna wait for tonight

[Chorus]
So I'm daydreamin'
With my chin in the palm of my hands
About you, you
And only you
Got me daydreamin'
With my chin in the palm of my hands
About you, you
And only you

[Post-Chorus]
Fo—For you (Oh, oh, oh)
For you (Oh, oh, oh)
For you (Oh, oh, oh)
For you (Oh, oh)

[Verse 2]
Now I can't wait
To hold you in my arms
I know I was made for you
I'm in love with all your charm

[Pre-Chorus]
It's the way you walk, the way you talk
The way you make me feel inside
It's in your smile, it's in your eyes
I don't wanna wait for tonight

[Chorus]
So I'm daydreamin'
With my chin in the palm of my hands
About you, you
And only you
Got me daydreamin'
With my chin in the palm of my hands
About you, you
And only you

[Bridge]
Oh, I want ya
Gotta have ya
And I need you
Like I've never had lovin' before
Oh, I want ya
Ou, I need you
Gotta have ya
Like I've never had lovin' before

[Chorus]
So I'm daydreamin'
With my chin in the palm of my hands
About you, you
And only you
Got me daydreamin'
With my chin in the palm of my hands
About you, you
And only you

[Post-Chorus]
Fo—For you (Oh, oh, oh)
For you (Oh, oh, oh)
For you (Oh, oh, oh)
For you (Oh, oh)

[Outro: MARJORIE GRANDE & FRANK GRANDE]
MARJORIE: He was a man’s man and a ladies man.
FRANK: 18, 19, I began to become more serious about things in life.
MARJORIE: Oh, I think when I was standing on that stoop and I looked at him, yeah. I was eleven-years old.",Daydreamin',8/30/2013,
Christmas & Chill - EP,https://images.genius.com/b759c2f7c1fdca6fe23dfd2662384272.1000x1000x1.jpg,"[Verse 1]
When December comes
I bet you want to wrap me all up and take me home with you
See what I look like under them lights
We'll keep it quiet, whatever we do

[Pre-Chorus]
I'm just tryna keep my baby warm through the wintertime
I'm just tryna give you something to remember through the summertime
And whatever is on your list, I'll do it
Boy, whatever it is, you know I'll do it
Uh, yeah

[Chorus]
Merry Christmas, here I am, boy
Gonna love you, gonna give you all I can, boy, uh
Merry Christmas, here I am, boy
I'm the present and you know it, here I am, boy, uh
Merry Christmas, here I am, boy
Gonna love you, gonna give you all I can, boy, uh
Merry Christmas, here I am, boy
I'm the present and you know it, boy, uh, yeah

[Verse 2]
I'll give you the fire I keep inside
Guide you all the way down, be your nightlight
Give you the sweetest kiss that you'll taste
Come unwrap me now, been waiting since midnight

[Pre-Chorus]
I'm just tryna keep my baby warm through the wintertime
I'm just tryna give you something to remember through the summertime
And whatever is on your list, I'll do it
Boy, whatever it is, you know I'll do it
Uh, yeah

[Chorus]
Merry Christmas, here I am, boy
Gonna love you, gonna give you all I can, boy, uh
Merry Christmas, here I am, boy
I'm the present and you know it, here I am, boy, uh
Merry Christmas, here I am, boy
Gonna love you, gonna give you all I can, boy, uh
Merry Christmas, here I am, boy
I'm the present and you know it, boy, uh, yeah",December,12/18/2015,
,https://images.genius.com/0fa75dfdf1e3d2aa7e3df6be9902fb02.500x500x1.jpg,"[Intro]
Mhmm, uh-huh, yeah yeah, alright
Mhmm, uh-huh, yeah yeah, alright

[Verse 1]
Say you love me as much as I love you, yeah
Would you hurt me, baby?
Could you do that to me, yeah?
Would you lie to me, baby?
Cause the truth hurts so much more
Would you do the things that drive me crazy?
Leave my heart still at the door?

[Pre-Chorus]
Oh, I can't help it, I'm just selfish
There's no way that I could share you
That would break my heart to pieces
Honestly the truth is

[Chorus]
If I could just die in your arms
I wouldn't mind
Cause everytime you touch me
I just die in your arms
Oh, it feels so right
Yeah, yeah
So, baby, baby, please don't stop boy

[Interlude (Spoken)]
You know, this ain't the first time this has happened to me
This lovesick thing
I like serious relationships, and uh...
A girl like me don't stay single for long
'Cuz everytime a boyfriend and I break-up
My world is crushed and I'm all alone
The love bug comes right back up and bites me...
And I'm back

[Verse 2]
Oh, if there is a reason to call me a fool
Cause I love too hard
Are there any rules, baby?
If this is a lesson
Baby, teach me to behave
Just tell me what I gotta do
Just to stay right next to you

[Pre-Chorus]
Oh, I can't help it, I'm just selfish
There's no way that I could share you
That would break my heart to pieces
Honestly the truth is

[Chorus]
If I could just die in your arms
I wouldn't mind
Yeah, yeah
Cause everytime you touch me
I just die in your arms
Ooh, it feels so right
So, baby, baby, please don't stop boy

[Bridge]
Basically I’m saying here
I can’t live without my baby
Loving you is so damn easy for me yeah
Ain’t no need for contemplating
Promise you won’t keep me waiting
Tell me baby I’m all that you need

[Chorus]
If I could just die in your arms
I wouldn't mind
Cause everytime you touch me
I just die in your arms
Oh, it feels so right
So, baby, baby, please don't stop boy

[Outro]
If I could die
(I’mma make you believe boy)
I wouldn't mind
Ay, ay, oooh
Don't stop baby, no no oh!
It's what you do to me, yeah
Wooh, no no no no no no
Oooh
If I could just die
Oooh
Baby please don't go boy
No no no no no no",Die In Your Arms,7/6/2012,
Unreleased ,https://images.genius.com/40f42a3da103290dee6d352986dcdd00.500x500x1.jpg,"[Verse 1]
I dug a single seed into the ground
I hope it grows, grows
In a year or two if you're around
You'll see a rose, rose

[Verse 2]
Pack me up and keep me hidden somewhere
That you can find me
On this train to Paris going nowhere
Draw the bridge behind me

[Chorus]
Don't be gone too long
'Cause you won't be there to love me
When you're gone
Don't be gone too long
'Cause tell me who's gonna love me
When you're gone
Oh yeah, when you're, when you're gone
Oh yeah, yeah, when you're gone

[Verse 3]
Golden leaves are dancing on the ground
It's getting cold, cold
Safe from time, we'll be forever young
Never old, old

[Verse 4]
See upon a ball of fire out in space
Zooming up behind me
All the wondering on your face
Was there inside me

[Chorus]
Don't be gone too long
'Cause you won't be there to love me
When you're gone
Don't be gone too long
Tell me who's gonna love me
When you're gone
Oh, oh, when you're, when you're gone
Oh, oh, when you're gone

[Bridge]
Bring it back to me, bring it back to me
Is it really over?
Bring it back to me, bring it back to me
(Bring it back to me)
Bring it back to me, bring it back to me
Is it really over?
Bring it back to me, bring it back to me

[Chorus]
Don't be gone too long
'Cause you won't be there to love me
When you're gone
Don't be gone too long
Tell me who's gonna love me
When you're gone

Don't be gone too long
(Don't be gone too long)
'Cause you won't be there to love me
When you're gone
(When you're gone)
Don't be gone too long (when you're gone)
'Cause tell me who's gonna love me
When you're gone",Don't Be Gone Too Long,9/15/2014,
